NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,7,19,25,0.1175532,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,7,19,25,0.2027053,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,7,19,25,0.3010727,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,7,19,25,0.400053,0
0,1,2,1,0,0.6075547,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,7,19,25,0.5016006,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,7,19,25,0.600341,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,7,19,25,0.7052203,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,7,19,25,0.8035575,1
0,1,2,2,0,2.607553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,7,19,25,0.9044664,1
0,1,2,2,0,3.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,7,19,25,1.002064,1
0,1,2,2,0,3.607552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,19,7,19,25,1.105224,1
0,1,2,2,0,4.107552,8.3085,0.3085001,15,3,27,27,3,27,1,2,19,7,19,25,1.20258,1
0,1,2,2,0,4.607551,8.3085,0.3085001,15,3,27,27,3,27,1,2,19,7,19,25,1.300528,1
1,1,2,1,19.50756,5.10755,0.3085001,0.3075551,15,3,27,27,3,27,1,2,19,7,19,25,1.406021,1
